location,source,target
dedication.xml:3,This book is dedicated to two dear friends without whom it would not have been possible: Karen Underhill and Jim Blandy.,Este libro está dedicado a dous queridos amigos sen os que este libro non sería posible: Karen Underhill e Jim Blandy.
